,,,,
"C26,C27",10uf,C1206C106J3RACAUTO,0.8,1206
C28,0.1uf,CC1206JRX7R9BB104,0.23,1206
"R21, R23",100k,CRCW0402100KFKED,0.1,402
R22,36.5k,RC0603FR-0736K5L ,0.1,603
R24,22.1k,CRCW040222K1FKEDC,0.1,402
L21,2.2u,LQM21PN2R2MGHL,0.25,805
"C29, C210",22u,GRM188R60J226MEA0D,0.15,603
